	person_id	arrest_id	charge_degree	offense_category	arrest_date_event
0	78786	3835604	felony	property	2018-05-01
1	78786	11999735	felony	property	2018-05-01
2	1064849	3442497	misdemeanor	other	2018-07-12
3	78786	4205882	felony	property	2018-03-09
4	78786	12006352	felony	property	2018-03-09
5	1064849	12005527	misdemeanor	other	2018-07-12
6	65387	3874241	misdemeanor	other	2018-04-24
7	411055	2002693	felony	violent	2019-03-25
8	66936	2078501	misdemeanor	other	2019-03-12
9	65387	3514373	misdemeanor	other	2018-06-29
10	2108170	8504503	felony	violent	2015-03-25
11	1026471	4327311	misdemeanor	other	2018-02-15
12	57529	11571593	felony	violent	2012-05-13
13	81823	8198707	felony	other	2015-07-03
14	82486	6892766	felony	violent	2016-07-02
15	85246	2532457	felony	violent	2018-12-15
16	8819	5053407	felony	other	2017-10-06
17	9102	4983747	felony	property	2017-10-19
18	11885	5223686	felony	other	2017-09-09
19	66936	4531245	felony	violent	2018-01-10
20	81823	8365390	felony	violent	2020-11-06
21	47273	9853259	felony	violent	2020-07-17
22	67140	5145527	felony	other	2017-09-20
23	50867	5473408	felony	violent	2017-07-21
24	11936	4677730	felony	other	2017-12-07
25	247459	4852731	felony	violent	2017-11-08
26	45181	3488332	misdemeanor	other	2018-07-05
27	50827	3109728	felony	other	2018-08-29
28	45181	3488308	misdemeanor	other	2018-07-05
29	47154	3578573	misdemeanor	drug	2018-06-19
30	1017719	2404813	misdemeanor	other	2019-01-11
31	10071	1693237	felony	other	2020-05-14
32	1251769	10109238	misdemeanor	other	2013-10-08
33	73796	9304106	misdemeanor	other	2014-06-27
34	73796	5195856	misdemeanor	other	2017-09-12
35	1130673	7005244	misdemeanor	other	2016-05-28
36	83127	5610051	misdemeanor	drug	2017-06-20
37	25523	516515	misdemeanor	other	2019-12-16
38	32790	8662202	misdemeanor	other	2015-02-01
39	28865	5913706	misdemeanor	other	2017-04-09
40	1113786	6475895	felony	drug	2016-11-02
41	2497431	7792027	misdemeanor	drug	2015-11-04
42	2452788	2330697	felony	violent	2019-01-28
43	2497431	7911304	misdemeanor	other	2015-09-29
44	2452788	2483707	felony	violent	2018-12-27
45	698945	6614488	misdemeanor	other	2016-09-21
46	106675	3225500	misdemeanor	other	2018-08-05
47	311707	8988967	misdemeanor	drug	2014-10-09
48	32790	9169477	misdemeanor	other	2014-08-11
49	184900	6820431	felony	violent	2016-07-22
50	184900	7157228	misdemeanor	other	2016-05-06
51	704623	7556077	misdemeanor	other	2016-01-15
52	66046	5057571	misdemeanor	other	2017-10-06
53	309222	5768641	misdemeanor	other	2017-05-16
54	25110	5491065	misdemeanor	other	2017-07-18
55	301613	5513065	misdemeanor	other	2017-07-13
56	597360	5885165	felony	drug	2017-04-16
57	637495	4521188	felony	violent	2018-01-12
58	754401	2698916	misdemeanor	other	2018-11-14
59	637495	4484900	felony	violent	2018-01-19
60	32790	6060013	misdemeanor	other	2017-03-01
61	27586	1539637	misdemeanor	other	2019-05-29
62	32790	6744042	misdemeanor	other	2016-08-15
63	101770	5351996	misdemeanor	other	2017-08-15
64	3007259	2989464	misdemeanor	other	2018-09-20
65	14780	6487251	misdemeanor	drug	2016-10-28
66	1064456	778313	misdemeanor	other	2019-10-23
67	21493	2388065	misdemeanor	violent	2019-01-15
68	21406	4156142	misdemeanor	violent	2020-08-13
69	1064456	418118	misdemeanor	other	2020-01-08
70	79024	8068613	misdemeanor	violent	2015-08-11
71	1063563	7718470	felony	property	2015-11-25
72	79024	8117661	misdemeanor	other	2015-07-27
73	78786	8131897	misdemeanor	violent	2015-07-22
74	19918	8158294	misdemeanor	violent	2015-07-14
75	79024	8706234	misdemeanor	violent	2015-01-20
76	1439871	7773343	misdemeanor	property	2015-11-09
77	14780	8745103	felony	property	2015-01-08
78	20010	7784492	misdemeanor	violent	2015-11-05
79	78786	6465058	misdemeanor	property	2016-11-04
80	20010	6528308	misdemeanor	drug	2016-10-17
81	1465404	6585774	misdemeanor	violent	2016-09-28
82	1439871	6673982	felony	property	2016-09-02
83	79024	6702548	misdemeanor	violent	2016-08-26
84	9044	4738877	felony	drug	2017-11-28
85	1063563	6123275	misdemeanor	property	2017-02-13
86	14836	5293070	misdemeanor	violent	2017-08-25
87	9044	5001766	felony	drug	2017-10-16
88	14780	5686387	misdemeanor	drug	2017-06-02
89	79024	4486337	misdemeanor	property	2018-01-18
90	78820	3678851	misdemeanor	violent	2018-05-30
91	20799	2953461	misdemeanor	other	2018-09-26
92	79024	2540764	misdemeanor	other	2018-12-13
93	14836	563869	misdemeanor	other	2019-12-05
94	14260	1957954	misdemeanor	violent	2019-04-02
95	14413	1255062	misdemeanor	other	2019-07-22
96	14773	858015	misdemeanor	violent	2019-10-07
97	14413	1249218	misdemeanor	other	2019-07-23
98	14773	789341	felony	violent	2019-10-21
99	14780	370660	misdemeanor	drug	2020-01-17
100	14780	11956868	misdemeanor	drug	2016-10-28
101	1063563	11922242	misdemeanor	property	2014-04-23
102	1063563	11937033	felony	property	2015-11-25
103	1439871	11937077	misdemeanor	property	2015-11-09
104	20010	11937093	misdemeanor	violent	2015-11-05
105	79024	11937267	misdemeanor	violent	2015-08-11
106	79024	11937320	misdemeanor	other	2015-07-27
107	19918	11937347	misdemeanor	violent	2015-07-14
108	78786	11937335	misdemeanor	violent	2015-07-22
109	79024	11935772	misdemeanor	violent	2015-01-20
110	14780	11935799	felony	property	2015-01-08
111	78786	11956759	felony	violent	2016-12-05
112	78786	11956844	misdemeanor	property	2016-11-04
113	14780	11956862	misdemeanor	drug	2016-10-31
114	1465404	11956956	misdemeanor	violent	2016-09-28
115	20010	11956901	misdemeanor	drug	2016-10-17
116	1439871	11957003	felony	property	2016-09-02
117	79024	11957032	misdemeanor	violent	2016-08-26
118	1063563	11974722	misdemeanor	property	2017-02-13
119	14836	11976068	misdemeanor	violent	2017-08-25
120	14780	11976338	misdemeanor	drug	2017-06-02
121	9044	11977323	felony	drug	2017-11-28
122	9044	11977411	felony	drug	2017-10-16
123	79024	11998282	misdemeanor	property	2018-01-18
124	79024	11999149	misdemeanor	other	2018-12-13
125	20799	11999318	misdemeanor	other	2018-09-26
126	78820	11999660	misdemeanor	violent	2018-05-30
127	79024	10195593	misdemeanor	other	2013-09-06
128	14780	10789458	misdemeanor	property	2013-02-13
129	1455195	10500239	misdemeanor	other	2013-05-26
130	1440050	8857116	misdemeanor	property	2014-11-24
131	78786	9645811	misdemeanor	property	2014-03-11
132	78786	9645810	misdemeanor	drug	2014-03-11
133	78786	9833720	misdemeanor	property	2014-01-03
134	78786	8451267	misdemeanor	drug	2015-04-11
135	14773	8559566	misdemeanor	violent	2015-03-09
136	79024	8320335	misdemeanor	other	2015-05-23
137	79024	8335717	misdemeanor	other	2015-05-18
138	1063563	8008709	misdemeanor	property	2015-08-30
139	1439871	6603878	misdemeanor	drug	2016-09-22
140	20010	7603720	misdemeanor	violent	2016-01-02
141	14773	6741334	misdemeanor	property	2016-08-15
142	78786	6927286	misdemeanor	property	2016-06-21
143	14780	6948168	misdemeanor	drug	2016-06-14
144	78786	7400798	misdemeanor	property	2016-02-29
145	1063563	6551557	misdemeanor	property	2016-10-10
146	1439871	6304487	misdemeanor	property	2016-12-24
147	1065214	6992261	misdemeanor	violent	2016-06-01
148	1065548	6659898	misdemeanor	property	2016-09-07
149	14780	7048388	misdemeanor	property	2016-05-16
150	1063563	6700260	misdemeanor	property	2016-08-28
151	79024	6759183	misdemeanor	other	2016-08-10
152	1439871	7280409	misdemeanor	other	2016-04-01
153	21493	7539367	misdemeanor	property	2016-01-20
154	1063563	4827776	misdemeanor	property	2017-11-13
155	14773	6092650	misdemeanor	violent	2017-02-20
156	1439871	5408979	misdemeanor	property	2017-08-03
157	14773	6131689	misdemeanor	violent	2017-02-10
158	1065197	5821772	misdemeanor	property	2017-05-01
159	1064456	4704077	misdemeanor	violent	2017-12-03
160	1065717	5191915	misdemeanor	drug	2017-09-12
161	21493	5595431	misdemeanor	drug	2017-06-23
162	14260	3121947	misdemeanor	violent	2018-08-27
163	1065197	2510506	misdemeanor	violent	2018-12-19
164	1063563	4332879	misdemeanor	drug	2018-02-14
165	1064456	2953487	misdemeanor	violent	2018-09-26
166	1065214	3854593	misdemeanor	violent	2018-04-27
167	21493	2652491	misdemeanor	violent	2018-11-23
168	79024	3017056	misdemeanor	property	2018-09-14
169	1063563	4332878	misdemeanor	property	2018-02-14
170	79024	3017057	misdemeanor	property	2018-09-14
171	14780	1052052	misdemeanor	property	2019-08-31
172	1439871	1951554	misdemeanor	other	2019-04-03
173	1065449	1591013	misdemeanor	drug	2019-05-20
174	1065449	867349	misdemeanor	property	2019-10-05
175	1065449	6695529	misdemeanor	drug	2020-10-01
176	1417936	8677144	misdemeanor	other	2020-11-19
177	1439871	1699139	misdemeanor	drug	2020-05-16
178	21406	231763	misdemeanor	violent	2020-02-14
179	14836	1695802	misdemeanor	violent	2020-05-15
180	78786	11166324	misdemeanor	violent	2012-09-26
181	1448386	11383129	misdemeanor	property	2012-07-14
182	78786	11434679	misdemeanor	other	2012-06-26
183	78786	9951702	misdemeanor	drug	2013-12-01
184	1063563	10745585	misdemeanor	property	2013-02-28
185	78786	10701542	misdemeanor	violent	2013-03-16
186	79024	9037003	felony	violent	2014-09-22
187	79024	9163565	misdemeanor	other	2014-08-12
188	14780	9502200	felony	property	2014-04-28
189	1439871	9611734	felony	property	2014-03-22
190	79024	8382177	misdemeanor	other	2015-05-03
191	1063563	7907895	felony	property	2015-09-29
192	78786	8463283	misdemeanor	violent	2015-04-07
193	20010	8105281	misdemeanor	violent	2015-07-30
194	1439871	8121436	felony	property	2015-07-26
195	78786	7743327	misdemeanor	other	2015-11-18
196	1063563	7960815	felony	property	2015-09-12
197	79024	8240329	misdemeanor	violent	2015-06-18
198	19918	8347546	misdemeanor	violent	2015-05-13
199	79024	6724211	misdemeanor	property	2016-08-20
200	78786	6898779	misdemeanor	property	2016-06-30
201	1462612	6794198	misdemeanor	property	2016-07-30
202	78786	6512804	felony	violent	2016-10-20
203	1063563	6547915	misdemeanor	property	2016-10-11
204	20010	6983711	misdemeanor	drug	2016-06-04
205	78786	6645202	misdemeanor	violent	2016-09-12
206	79024	6831590	misdemeanor	violent	2016-07-18
207	1465404	6759197	misdemeanor	violent	2016-08-10
208	1462612	7454785	misdemeanor	property	2016-02-17
209	1439871	7266019	felony	property	2016-04-06
210	14773	6072762	felony	violent	2017-02-25
211	14780	6255045	misdemeanor	drug	2017-01-09
212	79024	4827774	misdemeanor	property	2017-11-13
213	9044	5270593	felony	drug	2017-08-30
214	14780	5834772	misdemeanor	drug	2017-04-27
215	14836	5627332	misdemeanor	violent	2017-06-18
216	20010	2594291	misdemeanor	property	2018-12-04
217	1065031	4549790	felony	property	2018-01-06
218	1065548	2977733	misdemeanor	property	2018-09-22
219	1065333	3940175	misdemeanor	violent	2018-04-14
220	19918	2977729	misdemeanor	property	2018-09-22
221	1065548	3512263	misdemeanor	drug	2018-06-30
222	1065548	3512264	felony	property	2018-06-30
223	1065548	3520330	misdemeanor	property	2018-06-28
224	1065717	3706923	misdemeanor	property	2018-05-25
225	78820	4003633	misdemeanor	violent	2018-04-03
226	14773	1071340	misdemeanor	violent	2019-08-27
227	14260	2190368	misdemeanor	violent	2019-02-21
228	14773	1065884	felony	violent	2019-08-28
229	14413	810512	misdemeanor	property	2019-10-16
230	14780	961698	misdemeanor	drug	2019-09-17
231	21493	755721	misdemeanor	violent	2019-10-28
232	1475717	6260408	misdemeanor	property	2020-09-25
233	21493	4902594	misdemeanor	violent	2020-08-27
234	14836	1699977	misdemeanor	other	2020-05-16
235	79024	35585	misdemeanor	other	2020-04-17
236	14780	11933282	misdemeanor	property	2014-07-04
237	78786	11905717	misdemeanor	drug	2012-01-13
238	14780	11909369	felony	property	2012-10-26
239	1063563	11932632	misdemeanor	property	2014-02-01
240	14780	11966928	misdemeanor	drug	2016-04-12
241	79024	11996714	misdemeanor	property	2017-11-13
242	1065031	12005396	felony	property	2018-01-06
243	1065333	12006104	misdemeanor	violent	2018-04-14
244	78820	12006177	misdemeanor	violent	2018-04-03
245	1065548	12005589	felony	property	2018-06-30
246	1065548	12005593	misdemeanor	property	2018-06-28
247	1065548	12005591	misdemeanor	drug	2018-06-30
248	1065717	12005804	misdemeanor	property	2018-05-25
249	20010	12006757	misdemeanor	property	2018-12-04
250	19918	12007113	misdemeanor	property	2018-09-22
251	1063563	11996409	misdemeanor	property	2017-11-13
252	1064456	11996616	misdemeanor	violent	2017-12-03
253	1065197	12006673	misdemeanor	violent	2018-12-19
254	1065214	12006021	misdemeanor	violent	2018-04-27
255	1063563	12006592	misdemeanor	drug	2018-02-14
256	1063563	12006598	misdemeanor	property	2018-02-14
257	14260	12007268	misdemeanor	violent	2018-08-27
258	1064456	12007088	misdemeanor	violent	2018-09-26
259	79024	12008258	misdemeanor	property	2018-09-14
260	79024	12008260	misdemeanor	property	2018-09-14
261	339988	11282296	misdemeanor	property	2012-08-18
262	442499	10986170	misdemeanor	drug	2012-11-30
263	126282	11057507	misdemeanor	violent	2012-11-06
264	320631	10151988	misdemeanor	violent	2013-09-21
265	451627	10605658	misdemeanor	property	2013-04-19
266	320209	10623296	misdemeanor	violent	2013-04-12
267	69593	10005678	misdemeanor	drug	2013-11-14
268	343162	10400920	misdemeanor	drug	2013-06-28
269	451627	10408316	misdemeanor	property	2013-06-26
270	404843	10116001	misdemeanor	violent	2013-10-06
271	316053	9248353	misdemeanor	violent	2014-07-15
272	349867	9525994	misdemeanor	drug	2014-04-21
273	323098	8413282	misdemeanor	property	2015-04-21
274	41991	8452684	misdemeanor	property	2015-04-10
275	479529	8507406	misdemeanor	violent	2015-03-24
276	482239	7661876	misdemeanor	property	2015-12-11
277	339988	8296775	misdemeanor	property	2015-06-01
278	483280	7688698	misdemeanor	drug	2015-12-06
279	359972	7707743	misdemeanor	violent	2015-11-30
280	306222	8099736	misdemeanor	drug	2015-08-01
281	306222	8128547	misdemeanor	drug	2015-07-23
282	53703	8145182	misdemeanor	violent	2015-07-18
283	339988	7999582	misdemeanor	property	2015-09-01
284	380061	8338628	misdemeanor	drug	2015-05-17
285	339988	8018656	misdemeanor	property	2015-08-26
286	92636	8240488	misdemeanor	property	2015-06-18
287	349867	7591093	misdemeanor	property	2016-01-06
288	320631	6447125	misdemeanor	property	2016-11-10
289	339988	7320589	misdemeanor	property	2016-03-22
290	338042	6472577	misdemeanor	violent	2016-11-02
291	320631	6305418	misdemeanor	property	2016-12-23
292	359972	6914953	misdemeanor	violent	2016-06-26
293	509811	6917238	misdemeanor	violent	2016-06-24
294	53882	6920979	felony	property	2016-06-23
295	69777	6500645	misdemeanor	violent	2016-10-24
296	318135	6935982	misdemeanor	drug	2016-06-17
297	512354	7388658	felony	property	2016-03-03
298	53858	6806429	misdemeanor	drug	2016-07-26
299	320631	6564193	misdemeanor	property	2016-10-05
300	479978	7017977	misdemeanor	property	2016-05-24
301	53858	6824921	misdemeanor	drug	2016-07-20
302	522552	7142595	felony	other	2016-05-10
303	525326	7213308	misdemeanor	drug	2016-04-19
304	342694	6871892	misdemeanor	violent	2016-07-06
305	339988	7270525	misdemeanor	property	2016-04-05
306	316053	5727106	misdemeanor	drug	2017-05-26
307	72764	6038914	misdemeanor	property	2017-03-06
308	72764	6078691	felony	property	2017-02-23
309	66832	6114440	misdemeanor	violent	2017-02-15
310	316053	5831077	misdemeanor	violent	2017-04-28
311	316053	5846290	misdemeanor	property	2017-04-25
312	320631	5865392	misdemeanor	property	2017-04-20
313	336042	5348920	misdemeanor	property	2017-08-15
314	336599	5923311	misdemeanor	violent	2017-04-05
315	320631	5727015	misdemeanor	property	2017-05-26
316	342694	4203926	misdemeanor	violent	2018-03-10
317	342694	4101148	misdemeanor	violent	2018-03-28
318	355986	3924650	misdemeanor	violent	2018-04-16
319	355986	3924651	misdemeanor	violent	2018-04-16
320	323098	3551967	misdemeanor	property	2018-06-22
321	359972	3836808	misdemeanor	violent	2018-05-01
322	358458	3202042	misdemeanor	violent	2018-08-08
323	344444	2039030	misdemeanor	property	2019-03-18
324	344444	2150760	misdemeanor	property	2019-02-28
325	66046	2137517	misdemeanor	violent	2019-03-04
326	349867	2119192	misdemeanor	property	2019-03-06
327	94941	7341319	misdemeanor	property	2020-10-22
328	342694	4929704	misdemeanor	violent	2020-09-01
329	344444	4906452	misdemeanor	property	2020-08-28
330	66832	11464725	misdemeanor	violent	2012-06-15
331	69058	11238732	felony	violent	2012-09-03
332	65964	10943037	felony	violent	2012-12-16
333	324828	10986151	felony	violent	2012-11-30
334	65964	9677832	misdemeanor	drug	2014-02-27
335	336042	9743628	misdemeanor	property	2014-02-04
336	126282	9788181	felony	violent	2014-01-17
337	32779	9473895	misdemeanor	violent	2014-05-08
338	404843	9591595	misdemeanor	property	2014-03-29
339	349867	8827711	misdemeanor	drug	2014-12-07
340	65387	5052909	misdemeanor	violent	2017-10-06
341	15340	5895654	misdemeanor	drug	2017-04-12
342	319551	4977134	misdemeanor	property	2017-10-20
343	72764	5776412	misdemeanor	property	2017-05-13
344	320209	5140311	misdemeanor	property	2017-09-21
345	68785	6074501	felony	violent	2017-02-24
346	68785	6074502	felony	violent	2017-02-24
347	319551	4883147	misdemeanor	drug	2017-11-02
348	319551	6096198	misdemeanor	drug	2017-02-19
349	323098	5801992	misdemeanor	property	2017-05-07
350	323098	5801994	misdemeanor	property	2017-05-07
351	323098	5801995	misdemeanor	property	2017-05-07
352	65387	4758548	misdemeanor	other	2017-11-26
353	324828	8131741	felony	violent	2017-12-18
354	67939	5901499	misdemeanor	property	2017-04-11
355	327163	4612031	felony	violent	2017-12-20
356	68121	4871805	felony	property	2017-11-05
357	65387	4761528	misdemeanor	other	2017-11-24
358	126282	4778011	misdemeanor	other	2017-11-20
359	69058	4989233	misdemeanor	other	2017-10-18
360	333745	5846255	misdemeanor	property	2017-04-25
361	69593	6020372	felony	violent	2017-03-10
362	69058	5354790	misdemeanor	other	2017-08-14
363	320631	6201157	misdemeanor	drug	2017-01-24
364	320631	5884343	misdemeanor	drug	2017-04-16
365	316053	5560634	misdemeanor	drug	2017-07-03
366	339988	5998375	misdemeanor	other	2017-03-17
367	69831	6029745	felony	drug	2017-03-08
368	343162	4129776	misdemeanor	other	2018-03-24
369	69085	4131834	misdemeanor	drug	2018-03-23
370	336042	4202153	misdemeanor	other	2018-03-11
371	126282	4516013	felony	property	2018-01-12
372	69058	2683902	felony	violent	2018-11-16
373	347083	3412511	misdemeanor	violent	2018-07-17
374	306222	3939111	felony	other	2018-04-15
375	66046	3051221	felony	violent	2018-09-09
376	66832	4100820	felony	violent	2018-03-28
377	69058	4570805	misdemeanor	other	2018-01-01
378	342694	3479192	misdemeanor	violent	2018-07-06
379	48080	3784967	misdemeanor	drug	2018-05-10
380	358458	3672217	misdemeanor	violent	2018-05-31
381	126282	3135717	misdemeanor	property	2018-08-23
382	65834	3091885	felony	property	2018-08-31
383	323098	3135420	misdemeanor	property	2018-08-23
384	65745	3474520	misdemeanor	property	2018-07-08
385	65745	3464865	felony	property	2018-07-10
386	336042	3851368	misdemeanor	other	2018-04-29
387	65745	3037386	felony	violent	2018-09-11
388	336042	4317176	misdemeanor	other	2018-02-18
389	65745	4392884	felony	violent	2018-02-04
390	126282	3573863	misdemeanor	property	2018-06-20
391	65316	704333	felony	violent	2019-11-08
392	13592	2460169	felony	violent	2019-01-01
393	65745	694240	misdemeanor	violent	2019-11-11
394	259056	1327786	felony	property	2019-07-09
395	266457	2431294	felony	other	2019-01-07
396	342694	1493960	felony	violent	2019-06-06
397	65745	1018287	misdemeanor	drug	2019-09-08
398	320631	10104618	misdemeanor	drug	2020-12-19
399	126282	7341352	misdemeanor	other	2020-10-22
400	66208	209785	felony	violent	2020-02-19
401	65964	10147169	misdemeanor	drug	2013-09-23
402	339988	10160364	misdemeanor	other	2013-09-18
403	339988	9977487	misdemeanor	property	2013-11-22
404	98350	10229063	felony	violent	2013-08-26
405	126282	10041067	misdemeanor	drug	2013-11-01
406	456897	10047622	misdemeanor	drug	2013-10-30
407	15353	10321447	felony	property	2013-07-26
408	344444	10706566	misdemeanor	property	2013-03-14
409	65964	9877461	felony	violent	2013-12-19
410	474178	7888850	misdemeanor	drug	2015-10-06
411	339988	8390645	misdemeanor	other	2015-04-29
412	66829	8072611	felony	violent	2015-08-10
413	66832	8076852	felony	violent	2015-08-09
414	316053	8146633	misdemeanor	drug	2015-07-17
415	342986	8306089	felony	violent	2015-05-28
416	15353	7847274	misdemeanor	property	2015-10-17
417	55112	8253087	misdemeanor	other	2015-06-15
418	126282	6444267	misdemeanor	property	2016-11-12
419	48080	6445341	felony	property	2016-11-11
420	339988	7603753	misdemeanor	property	2016-01-02
421	63935	6724283	misdemeanor	property	2016-08-20
422	320631	6479891	misdemeanor	property	2016-10-31
423	71257	6906271	misdemeanor	property	2016-06-28
424	69058	6745254	misdemeanor	other	2016-08-14
425	69058	6933721	misdemeanor	violent	2016-06-19
426	121540	6936297	felony	other	2016-06-17
427	320631	6963770	misdemeanor	property	2016-06-10
428	53703	6648850	felony	violent	2016-09-11
429	69058	6671515	felony	other	2016-09-04
430	320631	6334312	misdemeanor	property	2016-12-14
431	320631	6338766	misdemeanor	drug	2016-12-13
432	54200	6340185	misdemeanor	property	2016-12-13
433	524218	7175419	misdemeanor	other	2016-04-30
434	63935	7181598	felony	property	2016-04-29
435	63935	7181599	felony	property	2016-04-29
436	63935	7181596	felony	property	2016-04-29
437	63935	7181597	felony	property	2016-04-29
438	55112	7200043	felony	drug	2016-04-23
439	54289	7266260	misdemeanor	violent	2016-04-06
440	339988	7532717	misdemeanor	property	2016-01-22
441	339988	11213780	misdemeanor	property	2012-09-11
442	69593	8626366	misdemeanor	drug	2015-02-11
443	15353	8101112	misdemeanor	violent	2015-07-31
444	53882	6413834	misdemeanor	property	2016-11-16
445	48080	2684186	misdemeanor	property	2018-11-16
446	55112	11271102	misdemeanor	property	2012-08-22
447	65316	11319949	misdemeanor	violent	2012-08-06
448	40226	11518120	misdemeanor	other	2012-05-29
449	66832	11341319	misdemeanor	drug	2012-07-30
450	67939	11431407	misdemeanor	property	2012-06-27
451	98350	10153814	felony	violent	2013-09-20
452	69058	10009163	felony	violent	2013-11-13
453	15353	10235142	felony	property	2013-08-23
454	1256556	10235226	felony	violent	2013-08-23
455	65964	9706604	felony	violent	2014-02-18
456	65964	9706603	misdemeanor	other	2014-02-18
457	126282	9730202	felony	violent	2014-02-07
458	32779	8982977	misdemeanor	violent	2014-10-10
459	55112	9430574	misdemeanor	property	2014-05-23
460	65964	9613156	felony	drug	2014-03-21
461	47004	5276270	misdemeanor	violent	2017-08-29
462	53858	5835207	misdemeanor	drug	2017-04-27
463	53858	5835205	misdemeanor	drug	2017-04-27
464	53703	5608628	misdemeanor	violent	2017-06-20
465	69777	5613431	misdemeanor	violent	2017-06-19
466	55112	7627415	misdemeanor	other	2015-12-22
467	342986	8101147	felony	violent	2015-07-31
468	358458	7901653	misdemeanor	other	2015-10-01
469	40226	7962634	felony	violent	2015-09-11
470	66832	7988420	felony	violent	2015-09-04
471	66829	7988451	felony	violent	2015-09-04
472	54289	6604040	misdemeanor	violent	2016-09-22
473	55112	7011101	felony	drug	2016-05-26
474	66832	3894432	felony	violent	2018-04-20
475	65745	2904867	felony	violent	2018-10-05
476	65834	2830864	felony	property	2018-10-19
477	48080	3552281	felony	property	2018-06-22
478	65745	3189335	felony	property	2018-08-10
479	69085	3894540	misdemeanor	drug	2018-04-20
480	48080	2505369	misdemeanor	drug	2018-12-20
481	48080	2655976	misdemeanor	property	2018-11-21
482	48080	2684185	misdemeanor	drug	2018-11-16
483	320209	4396716	misdemeanor	violent	2018-02-02
484	68213	2888867	misdemeanor	other	2018-10-09
485	47754	1091409	misdemeanor	other	2019-08-23
486	67939	1237009	misdemeanor	property	2019-07-25
487	69474	1852105	misdemeanor	other	2019-04-20
488	69058	1584433	misdemeanor	other	2019-05-21
489	48211	2442185	misdemeanor	violent	2019-01-04
490	13592	2370556	felony	violent	2019-01-18
491	65316	630717	felony	violent	2019-11-22
492	66046	1759898	misdemeanor	other	2020-06-02
493	54200	5372584	misdemeanor	property	2017-08-10
494	69058	5764715	misdemeanor	violent	2017-05-16
495	68121	4707602	misdemeanor	drug	2017-12-01
496	53703	5777365	felony	violent	2017-05-12
497	69593	5778024	felony	violent	2017-05-12
498	48080	4608381	misdemeanor	property	2017-12-21
499	68785	5998529	felony	violent	2017-03-17
500	68785	5998530	felony	violent	2017-03-17
501	339988	13582211	misdemeanor	property	2012-09-11
502	67939	13580851	misdemeanor	property	2012-06-27
503	66832	13580900	misdemeanor	drug	2012-06-18
504	40226	13581079	misdemeanor	other	2012-05-29
505	46960	13581626	misdemeanor	other	2012-03-16
506	55112	13582415	misdemeanor	property	2012-08-22
507	65316	13582559	misdemeanor	violent	2012-08-06
508	66832	13582607	misdemeanor	drug	2012-07-30
509	66832	13632926	misdemeanor	property	2012-07-25
510	243409	13647939	misdemeanor	property	2012-02-14
511	66832	13649514	misdemeanor	other	2012-12-16
512	46960	13656004	misdemeanor	property	2012-04-20
513	55112	13657204	misdemeanor	drug	2012-01-13
514	66832	13658253	misdemeanor	property	2012-03-16
515	66829	13633121	misdemeanor	violent	2012-08-23
516	65745	13654150	misdemeanor	property	2012-10-22
517	55112	13657090	misdemeanor	property	2012-02-24
518	46960	13658463	felony	other	2012-02-24
519	67939	13658916	misdemeanor	property	2012-03-10
520	339988	13659284	misdemeanor	property	2012-01-26
521	66832	13659629	misdemeanor	drug	2012-03-25
522	336042	11507826	misdemeanor	property	2012-06-01
523	915957	11587820	misdemeanor	drug	2012-05-07
524	48211	11019857	misdemeanor	property	2012-11-20
525	55112	9977537	misdemeanor	property	2013-11-22
526	336042	10238927	misdemeanor	property	2013-08-22
527	25928	10695699	misdemeanor	property	2013-03-18
528	358458	10770769	misdemeanor	property	2013-02-20
529	339988	10857800	misdemeanor	property	2013-01-19
530	230959	10537948	misdemeanor	drug	2013-05-13
531	479529	8885615	misdemeanor	violent	2014-11-16
532	442499	8886548	misdemeanor	property	2014-11-15
533	336042	9107797	misdemeanor	property	2014-09-01
534	339988	9428760	misdemeanor	property	2014-05-24
535	339988	9428759	misdemeanor	property	2014-05-24
536	339988	9430551	misdemeanor	property	2014-05-23
537	336042	9454615	misdemeanor	property	2014-05-15
538	15353	8816368	misdemeanor	violent	2014-12-10
539	336042	9291522	misdemeanor	other	2014-07-01
540	2143682	9332389	felony	property	2014-06-18
541	336042	9571999	misdemeanor	property	2014-04-04
542	339988	8839064	misdemeanor	property	2014-12-02
543	2106053	8274183	misdemeanor	property	2015-06-09
544	344444	8072732	misdemeanor	property	2015-08-10
545	349867	8428976	misdemeanor	drug	2015-04-17
546	40226	8118038	misdemeanor	violent	2015-07-27
547	2106053	8167255	misdemeanor	property	2015-07-12
548	339988	8061453	misdemeanor	other	2015-08-13
549	320209	7764710	misdemeanor	property	2015-11-12
550	2119515	7784903	misdemeanor	other	2015-11-05
551	56452	7801944	misdemeanor	property	2015-10-31
552	15353	7811938	misdemeanor	property	2015-10-28
553	339988	8018657	misdemeanor	property	2015-08-26
554	358458	8247591	misdemeanor	other	2015-06-16
555	2106053	8379497	misdemeanor	violent	2015-05-04
556	911946	6351797	misdemeanor	violent	2016-12-11
557	2106053	6476446	misdemeanor	property	2016-11-01
558	483280	7345291	misdemeanor	property	2016-03-16
559	53703	6500631	misdemeanor	violent	2016-10-24
560	2106053	6934708	misdemeanor	violent	2016-06-18
561	2134683	6524956	misdemeanor	drug	2016-10-18
562	320209	6555468	misdemeanor	violent	2016-10-08
563	344444	6640139	misdemeanor	property	2016-09-13
564	339988	7136699	misdemeanor	property	2016-05-11
