	person_id	arrest_id	charge_degree	offense_category	arrest_date_event
1592	50827	7450983	felony	drug	2016-02-18
1593	10071	7218583	misdemeanor	violent	2016-04-18
1594	47273	7465597	felony	drug	2016-02-13
1595	49882	7506107	felony	drug	2016-02-03
1596	13178	7553846	misdemeanor	violent	2016-01-15
1597	49472	7563566	felony	drug	2016-01-14
1598	336042	5254185	misdemeanor	other	2017-09-02
1599	951591	5053353	misdemeanor	violent	2017-10-06
1600	49882	6273439	misdemeanor	drug	2017-01-05
1601	49882	5078309	felony	violent	2017-10-02
1602	2392616	5804869	felony	violent	2017-05-05
1603	2870	5086582	misdemeanor	drug	2017-10-01
1604	56410	5565948	misdemeanor	violent	2017-07-01
1605	1000104	5327849	misdemeanor	other	2017-08-20
1606	49882	5194886	felony	drug	2017-09-12
1607	56946	5920258	felony	drug	2017-04-06
1608	47273	6181528	felony	drug	2017-01-30
1609	12751	5601400	felony	other	2017-06-22
1610	2335717	5855566	felony	violent	2017-04-21
1611	988101	6185866	misdemeanor	property	2017-01-28
1612	1557971	5344015	misdemeanor	property	2017-08-16
1613	50827	5665899	felony	drug	2017-06-08
1614	81982	5427759	felony	drug	2017-07-31
1615	951591	5965289	misdemeanor	violent	2017-03-27
1616	1241445	5996044	misdemeanor	property	2017-03-19
1617	2406706	4500531	misdemeanor	violent	2018-01-16
1618	44159	4537309	misdemeanor	drug	2018-01-09
1619	45068	2866283	felony	property	2018-10-13
1620	358578	2511968	felony	violent	2018-12-19
1621	45613	3245978	misdemeanor	violent	2018-07-31
1622	988101	987634	misdemeanor	drug	2019-09-12
1623	56946	1831111	misdemeanor	drug	2019-04-24
1624	1009164	981078	misdemeanor	property	2019-09-13
1625	40226	1250409	misdemeanor	property	2019-07-23
1626	44159	750902	felony	drug	2019-10-29
1627	48528	664271	misdemeanor	other	2019-11-17
1628	1000558	63279	misdemeanor	violent	2020-03-27
1629	988101	7227301	misdemeanor	property	2020-10-21
1630	988101	7341591	misdemeanor	violent	2020-10-22
1631	404843	126696	misdemeanor	property	2020-03-06
1632	988101	7227303	misdemeanor	property	2020-10-21
1633	988101	7341592	misdemeanor	violent	2020-10-22
1634	988101	7759242	misdemeanor	other	2020-10-29
1635	1007138	4899019	misdemeanor	violent	2020-08-25
1636	1129862	10510737	misdemeanor	violent	2013-05-22
1637	982966	9238812	misdemeanor	violent	2014-07-18
1638	85929	8155972	misdemeanor	property	2015-07-15
1639	59002	7765697	misdemeanor	violent	2015-11-12
1640	1129862	7592089	misdemeanor	violent	2016-01-06
1641	1509614	6886918	misdemeanor	violent	2016-07-05
1642	1510722	6297502	misdemeanor	violent	2016-12-28
1643	1129862	7568628	misdemeanor	violent	2016-01-13
1644	72764	5752989	felony	property	2017-05-19
1645	482239	6100261	misdemeanor	violent	2017-02-17
1646	1499680	5410169	misdemeanor	property	2017-08-03
1647	1499946	5810699	misdemeanor	violent	2017-05-04
1648	72764	5916573	felony	property	2017-04-07
1649	72764	5916574	misdemeanor	property	2017-04-07
1650	67140	4815396	misdemeanor	violent	2017-11-15
1651	72764	4877218	misdemeanor	property	2017-11-03
1652	72764	4877217	misdemeanor	property	2017-11-03
1653	72764	5366492	misdemeanor	property	2017-08-11
1654	1284992	5670687	misdemeanor	violent	2017-06-07
1655	1162141	5670929	misdemeanor	other	2017-06-07
1656	725268	4208467	misdemeanor	property	2018-03-09
1657	4741	4236055	misdemeanor	violent	2018-03-05
1658	4741	4236057	misdemeanor	property	2018-03-05
1659	1250624	4222134	misdemeanor	violent	2018-03-07
1660	1516491	3883882	misdemeanor	violent	2018-04-23
1661	45181	2300491	felony	other	2019-02-01
1662	1137620	541550	misdemeanor	property	2019-12-10
1663	85929	116462	felony	violent	2020-03-09
1664	1064456	11520123	felony	drug	2012-05-29
1665	1130673	11110196	felony	drug	2012-10-17
1666	84199	10576507	felony	property	2013-04-29
1667	67140	9967446	felony	property	2013-11-25
1668	1488855	10758729	misdemeanor	drug	2013-02-25
1669	1488855	10758730	misdemeanor	drug	2013-02-25
1670	1130673	10798290	misdemeanor	drug	2013-02-11
1671	1130673	10356296	misdemeanor	drug	2013-07-15
1672	10066	10401577	misdemeanor	other	2013-06-28
1673	8819	10538559	felony	violent	2013-05-13
1674	17881	9186099	misdemeanor	other	2014-08-05
1675	1130673	9273204	misdemeanor	drug	2014-07-07
1676	17881	9333141	misdemeanor	other	2014-06-18
1677	1162141	9380862	felony	other	2014-06-02
1678	80524	8069971	felony	property	2015-08-11
1679	3909	8403278	misdemeanor	other	2015-04-24
1680	81823	8446943	misdemeanor	drug	2015-04-13
1681	482239	7656134	misdemeanor	drug	2015-12-14
1682	1214199	8096059	felony	violent	2015-08-03
1683	8778	8211692	felony	violent	2015-06-29
1684	1064456	7821030	misdemeanor	property	2015-10-26
1685	780358	7838593	felony	drug	2015-10-20
1686	342986	8253792	felony	violent	2015-06-15
1687	971359	8372902	felony	violent	2015-05-06
1688	85246	7353880	felony	violent	2016-03-14
1689	1130673	6931636	felony	drug	2016-06-20
1690	1134813	6993682	felony	violent	2016-06-01
1691	1134876	6993967	felony	drug	2016-06-01
1692	911310	6380845	felony	violent	2016-11-28
1693	1119846	6662305	felony	property	2016-09-07
1694	1119846	6662303	felony	property	2016-09-07
1695	953314	6691705	felony	property	2016-08-29
1696	2326	7170327	misdemeanor	other	2016-05-02
1697	8778	7219781	felony	violent	2016-04-18
1698	1127005	6857582	felony	property	2016-07-11
1699	60273	6864712	misdemeanor	property	2016-07-08
1700	73153	7267707	misdemeanor	other	2016-04-06
1701	72764	5456315	felony	violent	2017-07-25
1702	1243038	5121962	felony	violent	2017-09-25
1703	1134813	5766373	felony	violent	2017-05-16
1704	1124386	5771902	misdemeanor	drug	2017-05-15
1705	172713	6223747	felony	violent	2017-01-18
1706	67140	4612808	felony	property	2017-12-20
1707	1499779	5415512	misdemeanor	other	2017-08-02
1708	2870	5542493	misdemeanor	drug	2017-07-06
1709	1237612	4624482	felony	violent	2017-12-18
1710	67140	4715202	misdemeanor	property	2017-11-30
1711	2743	4831492	felony	violent	2017-11-13
1712	2870	5231180	misdemeanor	drug	2017-09-07
1713	71257	5350393	misdemeanor	property	2017-08-15
1714	55112	5344590	misdemeanor	drug	2017-08-16
1715	85806	5356879	felony	property	2017-08-14
1716	69777	5932330	felony	violent	2017-04-03
1717	83127	5727982	misdemeanor	property	2017-05-26
1718	1499946	5974720	misdemeanor	violent	2017-03-24
1719	60332	6242991	felony	other	2017-01-12
1720	2778	6257420	misdemeanor	other	2017-01-09
1721	19626	414074	misdemeanor	violent	2020-01-09
1722	247459	4298564	felony	violent	2018-02-21
1723	85246	2604438	felony	violent	2018-12-03
1724	1134813	4430539	felony	property	2018-01-29
1725	85246	2640355	felony	property	2018-11-26
1726	1515517	3265123	misdemeanor	violent	2018-07-27
1727	1023093	3062226	misdemeanor	property	2018-09-06
1728	2569	3515842	misdemeanor	other	2018-06-29
1729	988101	3542909	felony	violent	2018-06-25
1730	957946	3746989	misdemeanor	other	2018-05-17
1731	4741	3786337	felony	property	2018-05-10
1732	929734	2657582	misdemeanor	property	2018-11-21
1733	1237612	3220720	misdemeanor	property	2018-08-06
1734	3484	812090	felony	property	2019-10-16
1735	57776	1462216	misdemeanor	drug	2019-06-12
1736	71257	1507458	misdemeanor	drug	2019-06-04
1737	4931	2021500	misdemeanor	other	2019-03-21
1738	4981	1366908	felony	property	2019-07-01
1739	70259	751889	misdemeanor	property	2019-10-29
1740	2743	7073872	felony	violent	2019-02-04
1741	1801200	10878603	misdemeanor	violent	2013-01-11
1742	982966	9717407	misdemeanor	violent	2014-02-12
1743	1992727	8792018	misdemeanor	property	2014-12-18
1744	4981	5114865	misdemeanor	property	2017-09-26
1745	1284992	6075542	misdemeanor	violent	2017-02-24
1746	1992727	6142360	misdemeanor	property	2017-02-08
1747	1002535	4951082	misdemeanor	property	2017-10-25
1748	995275	6234834	misdemeanor	property	2017-01-15
1749	2569	5294945	misdemeanor	other	2017-08-25
1750	72764	5854005	misdemeanor	property	2017-04-22
1751	67140	5670555	misdemeanor	violent	2017-06-07
1752	2870	5971286	misdemeanor	drug	2017-03-26
1753	4981	3111333	misdemeanor	property	2018-08-29
1754	1987171	3455754	misdemeanor	violent	2018-07-11
1755	1002535	1831679	misdemeanor	property	2019-04-24
1756	344444	2005073	misdemeanor	property	2019-03-25
1757	1009066	210963	misdemeanor	violent	2020-02-19
1758	56410	250262	misdemeanor	other	2020-02-12
1759	1064456	11592211	misdemeanor	drug	2012-05-05
1760	72764	9947140	misdemeanor	property	2013-12-02
1761	72764	10865717	misdemeanor	property	2013-01-16
1762	1992727	8921890	felony	property	2014-11-03
1763	953314	9833135	misdemeanor	drug	2014-01-04
1764	482239	8406517	misdemeanor	drug	2015-04-23
1765	1064456	8218652	misdemeanor	property	2015-06-26
1766	4981	7308940	felony	property	2016-03-25
1767	44351	6473685	misdemeanor	other	2016-11-02
1768	72764	6506214	felony	property	2016-10-23
1769	1129862	6652578	felony	violent	2016-09-09
1770	2079709	6411247	misdemeanor	property	2016-11-17
1771	482239	7214874	felony	violent	2016-04-19
1772	60273	7509640	misdemeanor	property	2016-02-02
1773	1012225	5350840	misdemeanor	property	2017-08-15
1774	1499779	5739857	misdemeanor	other	2017-05-23
1775	2018384	6075194	misdemeanor	other	2017-02-24
1776	957946	4612868	misdemeanor	other	2017-12-20
1777	58583	6104514	misdemeanor	property	2017-02-16
1778	3484	4760305	felony	violent	2017-11-25
1779	971359	6130867	misdemeanor	other	2017-02-11
1780	83127	5569592	misdemeanor	drug	2017-06-30
1781	72764	5830016	misdemeanor	property	2017-04-29
1782	1992727	6182084	misdemeanor	property	2017-01-30
1783	83127	6186016	felony	property	2017-01-28
1784	69777	5674527	misdemeanor	violent	2017-06-06
1785	971359	6234841	felony	violent	2017-01-15
1786	85246	2766079	misdemeanor	property	2018-11-01
1787	53703	2644676	felony	violent	2018-11-25
1788	4931	2711002	misdemeanor	other	2018-11-12
1789	1985673	2673567	misdemeanor	property	2018-11-19
1790	1023093	3686730	misdemeanor	property	2018-05-29
1791	1985162	4328012	misdemeanor	property	2018-02-15
1792	1516499	4469015	felony	property	2018-01-22
1793	4981	1485437	felony	property	2019-06-08
1794	67140	1162655	misdemeanor	drug	2019-08-09
1795	19626	867650	misdemeanor	violent	2019-10-05
1796	1009066	270908	misdemeanor	violent	2020-02-06
1797	56410	5715126	misdemeanor	violent	2020-09-16
1798	259056	1770063	felony	other	2020-06-07
1799	1009066	254437	misdemeanor	violent	2020-02-11
1800	995275	3430000	misdemeanor	other	2020-07-09
1801	57776	5263490	misdemeanor	drug	2020-09-09
1802	4981	8302464	misdemeanor	property	2015-05-30
1803	1137620	8302454	misdemeanor	property	2015-05-30
1804	1992727	7778898	misdemeanor	violent	2015-11-08
1805	965786	7374233	misdemeanor	property	2016-03-08
1806	72764	6359434	misdemeanor	property	2016-12-08
1807	1992727	6491621	misdemeanor	property	2016-10-27
1808	1510722	6624477	misdemeanor	violent	2016-09-18
1809	929734	7419665	misdemeanor	property	2016-02-24
1810	69777	6385538	misdemeanor	property	2016-11-27
1811	2080856	6710623	misdemeanor	property	2016-08-24
1812	11936	6760270	misdemeanor	violent	2016-08-10
1813	4981	7245182	misdemeanor	violent	2016-04-12
1814	1009066	7267414	misdemeanor	violent	2016-04-06
1815	1130673	10703897	misdemeanor	property	2013-03-15
1816	342986	8519836	misdemeanor	property	2015-03-20
1817	1023228	7980663	misdemeanor	property	2015-09-08
1818	1509614	8046353	misdemeanor	other	2015-08-18
1819	725268	5114951	misdemeanor	property	2017-09-26
1820	4741	5771775	misdemeanor	property	2017-05-15
1821	4741	4740711	misdemeanor	property	2017-11-28
1822	4741	6277311	misdemeanor	property	2017-01-04
1823	4741	5521968	misdemeanor	property	2017-07-11
1824	984444	6058937	misdemeanor	drug	2017-03-01
1825	1516491	4780246	misdemeanor	violent	2017-11-20
1826	344444	4865164	misdemeanor	property	2017-11-06
1827	1509614	5841409	misdemeanor	property	2017-04-26
1828	1137620	5422220	misdemeanor	property	2017-08-01
1829	1499514	5731261	misdemeanor	violent	2017-05-25
1830	1137620	3130830	misdemeanor	property	2018-08-24
1831	1137620	2851472	misdemeanor	property	2018-10-16
1832	1137620	3127674	misdemeanor	property	2018-08-25
1833	1137620	2765604	misdemeanor	property	2018-11-01
1834	45181	3466210	felony	other	2018-07-10
1835	1137620	2858793	misdemeanor	property	2018-10-15
1836	1002535	4413579	misdemeanor	property	2018-01-31
1837	1137620	936294	misdemeanor	property	2019-09-22
1838	1002535	1921745	misdemeanor	property	2019-04-09
1839	1137620	565603	misdemeanor	property	2019-12-05
1840	1009164	1427220	misdemeanor	property	2019-06-19
1841	404843	1258670	misdemeanor	property	2019-07-22
1842	1002535	2071918	misdemeanor	property	2019-03-13
1843	54200	1045828	misdemeanor	violent	2019-09-03
1844	4741	1427079	misdemeanor	property	2019-06-19
1845	1137620	9795314	misdemeanor	property	2020-06-02
1846	1348192	7114945	misdemeanor	other	2020-10-14
1847	1039827	373118	misdemeanor	other	2020-01-17
1848	1130673	11211066	misdemeanor	drug	2012-09-12
1849	1488855	11367411	misdemeanor	drug	2012-07-19
1850	1488855	11314798	misdemeanor	drug	2012-08-08
1851	988101	10478480	misdemeanor	drug	2013-06-03
1852	1960076	7581199	misdemeanor	other	2016-01-09
1853	2870	6444445	misdemeanor	drug	2016-11-12
1854	1509614	7603933	misdemeanor	property	2016-01-02
1855	1509614	6304667	misdemeanor	other	2016-12-24
1856	1488855	6726312	misdemeanor	drug	2016-08-19
1857	990237	7369223	felony	property	2016-03-09
1858	60332	6796345	felony	other	2016-07-29
1859	474178	6549320	misdemeanor	drug	2016-10-11
1860	1499946	6387599	felony	violent	2016-11-25
1861	1509614	7465708	misdemeanor	property	2016-02-13
1862	67140	5114609	felony	property	2017-09-26
1863	72764	5779254	felony	violent	2017-05-12
1864	1162141	6068520	misdemeanor	property	2017-02-27
1865	1000104	5538094	misdemeanor	property	2017-07-07
1866	1880894	4798059	misdemeanor	other	2017-11-18
1867	4741	4872062	felony	property	2017-11-05
1868	1137620	4955856	misdemeanor	property	2017-10-24
1869	1134813	5928260	felony	violent	2017-04-04
1870	55112	6014073	misdemeanor	drug	2017-03-13
1871	1002535	3740196	misdemeanor	property	2018-05-19
1872	1137620	3896329	misdemeanor	property	2018-04-20
1873	1002535	2772776	misdemeanor	property	2018-10-31
1874	1137620	2633968	felony	property	2018-11-27
1875	942762	2978046	felony	drug	2018-09-22
1876	404843	3157446	misdemeanor	property	2018-08-20
1877	1515517	4397666	felony	violent	2018-02-02
1878	69474	4148118	misdemeanor	drug	2018-03-20
1879	1137620	1635063	misdemeanor	property	2019-05-13
1880	2003	1407670	misdemeanor	property	2019-06-24
1881	44351	1345576	misdemeanor	property	2019-07-05
1882	404843	1559819	misdemeanor	property	2019-05-27
1883	1002535	2017446	misdemeanor	property	2019-03-22
1884	1256556	6931649	misdemeanor	violent	2016-06-20
1885	1509614	7423121	misdemeanor	other	2016-02-23
1886	1499946	6322340	misdemeanor	violent	2016-12-19
1887	1292211	7186647	misdemeanor	property	2016-04-28
1888	1509614	7297246	misdemeanor	violent	2016-03-29
1889	1499680	7464288	misdemeanor	property	2016-02-15
1890	8089	1778263	misdemeanor	violent	2020-06-09
1891	349867	297701	misdemeanor	property	2020-02-02
1892	5400	10389988	felony	violent	2020-12-22
1893	1127005	10144597	misdemeanor	property	2013-09-24
1894	1129862	10623842	misdemeanor	violent	2013-04-12
1895	1189790	10853871	misdemeanor	violent	2013-01-22
1896	8778	8430126	misdemeanor	violent	2015-04-17
1897	1205282	8472086	misdemeanor	violent	2015-04-05
1898	342986	8327548	misdemeanor	property	2015-05-21
1899	1129862	7886334	misdemeanor	violent	2015-10-07
1900	1120637	6352870	misdemeanor	property	2016-12-10
1901	1127882	6577733	misdemeanor	violent	2016-10-01
1902	1129862	7422871	misdemeanor	property	2016-02-23
1903	69777	6385539	misdemeanor	property	2016-11-27
1904	1129092	7293236	misdemeanor	property	2016-03-30
1905	1137620	7278496	misdemeanor	property	2016-04-03
1906	56410	5101569	misdemeanor	property	2017-09-28
1907	72764	5749964	misdemeanor	property	2017-05-20
1908	8778	5749970	misdemeanor	violent	2017-05-20
1909	540719	6044329	misdemeanor	property	2017-03-05
1910	72764	5740015	misdemeanor	property	2017-05-23
1911	72764	5537995	misdemeanor	property	2017-07-07
1912	725268	6120428	misdemeanor	property	2017-02-14
1913	72764	6133284	misdemeanor	property	2017-02-10
1914	1127005	4709638	misdemeanor	property	2017-12-01
1915	1238975	4801691	misdemeanor	violent	2017-11-17
1916	1137620	4858903	misdemeanor	property	2017-11-07
1917	1244695	5605978	misdemeanor	drug	2017-06-21
1918	540719	6184984	misdemeanor	property	2017-01-29
1919	1241445	6213037	misdemeanor	property	2017-01-21
1920	72764	6284618	misdemeanor	property	2017-01-02
1921	85246	6243514	misdemeanor	property	2017-01-12
1922	1137620	4202568	misdemeanor	property	2018-03-11
1923	1137620	4159969	misdemeanor	property	2018-03-19
1924	929734	2681938	misdemeanor	drug	2018-11-17
1925	1137620	3965546	misdemeanor	property	2018-04-10
1926	1137620	3646150	misdemeanor	property	2018-06-06
1927	1137620	3948728	misdemeanor	property	2018-04-12
1928	1124386	3086879	misdemeanor	property	2018-09-03
1929	2870	3819130	misdemeanor	property	2018-05-04
1930	1009164	3848582	misdemeanor	property	2018-04-30
1931	56410	2717362	misdemeanor	property	2018-11-09
1932	70259	2851646	misdemeanor	property	2018-10-16
1933	1127005	4165227	misdemeanor	property	2018-03-17
1934	929734	515583	misdemeanor	property	2019-12-16
1935	56410	1928830	misdemeanor	property	2019-04-08
1936	56410	1439032	misdemeanor	property	2019-06-17
1937	56410	1711461	misdemeanor	other	2020-05-17
1938	56410	1724578	misdemeanor	property	2020-05-21
1939	971359	11496296	felony	violent	2012-06-06
1940	2870	10943242	misdemeanor	drug	2012-12-16
1941	2870	11303842	misdemeanor	property	2012-08-12
1942	1127005	11073385	misdemeanor	property	2012-10-31
1943	2870	11105983	felony	violent	2012-10-18
1944	1182268	11129271	misdemeanor	drug	2012-10-10
1945	971359	10560448	felony	violent	2013-05-05
1946	84199	10593154	felony	property	2013-04-23
1947	8819	10623945	felony	violent	2013-04-12
1948	67140	10044884	felony	property	2013-10-31
1949	1009164	10058759	misdemeanor	violent	2013-10-27
1950	1130673	10429095	felony	drug	2013-06-19
1951	81823	9390989	misdemeanor	drug	2014-05-29
1952	451627	9650515	felony	property	2014-03-10
1953	3909	8973210	misdemeanor	property	2014-10-15
1954	1162141	9467773	misdemeanor	other	2014-05-11
1955	82604	9543598	felony	drug	2014-04-15
1956	1123886	9321571	misdemeanor	property	2014-06-22
1957	1130673	9349886	felony	drug	2014-06-12
1958	912191	8810398	misdemeanor	property	2014-12-12
1959	1171048	9612064	felony	violent	2014-03-22
1960	80524	8854161	felony	property	2014-11-25
1961	1137620	8630668	misdemeanor	property	2015-02-10
1962	971359	8497329	felony	violent	2015-03-27
1963	971359	7635789	misdemeanor	property	2015-12-20
1964	997983	7689914	felony	property	2015-12-05
1965	1117726	8093444	misdemeanor	drug	2015-08-04
1966	59002	8118846	felony	violent	2015-07-27
1967	1127005	8119154	misdemeanor	other	2015-07-27
1968	1214199	8188624	felony	violent	2015-07-08
1969	342986	8322963	felony	violent	2015-05-22
1970	1137620	7905972	misdemeanor	property	2015-09-30
1971	81823	8516374	felony	drug	2015-03-22
1972	8778	8288340	felony	violent	2015-06-04
1973	1137620	8022388	misdemeanor	property	2015-08-25
1974	1129862	8042609	felony	violent	2015-08-19
1975	85806	7584216	felony	violent	2016-01-08
1976	8778	7307141	felony	violent	2016-03-26
1977	1119846	6726407	felony	other	2016-08-19
1978	911310	6464374	felony	violent	2016-11-05
1979	1009164	7333744	misdemeanor	other	2016-03-18
1980	1119846	6907453	felony	property	2016-06-28
1981	10066	7398258	misdemeanor	drug	2016-03-01
1982	1127005	6955790	felony	property	2016-06-13
1983	172713	6594587	felony	violent	2016-09-26
1984	1129092	6971419	misdemeanor	property	2016-06-08
1985	953314	6822460	felony	property	2016-07-21
1986	69777	6303394	felony	violent	2016-12-26
1987	1134813	7159070	felony	violent	2016-05-05
1988	1134876	7162955	misdemeanor	drug	2016-05-04
1989	482239	7196659	misdemeanor	property	2016-04-25
1990	1129092	7210339	felony	property	2016-04-20
1991	482239	7220104	misdemeanor	property	2016-04-18
1992	222575	7225119	misdemeanor	property	2016-04-17
1993	1127005	7240238	misdemeanor	other	2016-04-13
1994	1137620	7456732	misdemeanor	property	2016-02-17
1995	1119846	7485908	misdemeanor	property	2016-02-08
1996	1138633	7495184	felony	property	2016-02-07
1997	85246	7514245	felony	violent	2016-02-01
1998	85806	4884278	misdemeanor	other	2017-11-02
1999	85806	5496770	felony	property	2017-07-17
2000	43195	4654149	felony	drug	2017-12-12
2001	1237612	4671633	felony	violent	2017-12-08
2002	67140	5267673	misdemeanor	property	2017-08-31
2003	1236019	4801505	misdemeanor	other	2017-11-17
2004	85806	5569919	felony	property	2017-06-30
2005	960846	5179541	misdemeanor	drug	2017-09-14
2006	56410	4937826	misdemeanor	property	2017-10-27
2007	2743	4955931	felony	violent	2017-10-24
2008	4741	4998760	misdemeanor	violent	2017-10-17
2009	1243038	5295157	felony	violent	2017-08-25
2010	1123886	6194339	misdemeanor	other	2017-01-26
2011	1247697	5936893	felony	violent	2017-04-02
2012	1137620	5670762	misdemeanor	property	2017-06-07
2013	2743	5728038	misdemeanor	property	2017-05-26
2014	2569	5971346	misdemeanor	other	2017-03-26
2015	72764	5897378	misdemeanor	property	2017-04-12
2016	1250624	5982356	misdemeanor	violent	2017-03-22
2017	71257	5997163	misdemeanor	property	2017-03-18
2018	1251769	6228444	misdemeanor	violent	2017-01-17
2019	1275378	2532499	felony	violent	2018-12-15
2020	56410	3948662	misdemeanor	property	2018-04-12
2021	60332	4552038	felony	property	2018-01-05
2022	4931	2500555	misdemeanor	property	2018-12-21
2023	995275	3471218	misdemeanor	property	2018-07-09
2024	323098	3224361	misdemeanor	property	2018-08-05
2025	929734	2971473	misdemeanor	property	2018-09-24
2026	923399	3170336	felony	violent	2018-08-17
2027	1134813	4565165	felony	property	2018-01-02
2028	1284992	3372630	misdemeanor	drug	2018-07-25
2029	56410	3507662	misdemeanor	property	2018-07-02
2030	1288581	3548765	felony	property	2018-06-24
2031	1137620	3883563	misdemeanor	property	2018-04-23
2032	929734	3928150	misdemeanor	property	2018-04-16
2033	323098	3143318	felony	property	2018-08-22
2034	323098	3149710	misdemeanor	property	2018-08-21
2035	342986	3234875	felony	violent	2018-08-02
2036	56410	3729638	misdemeanor	property	2018-05-21
2037	56410	3853279	misdemeanor	property	2018-04-28
2038	1002535	2487297	misdemeanor	other	2018-12-26
2039	56410	2714417	misdemeanor	property	2018-11-10
2040	50867	4174586	felony	drug	2018-03-15
2041	247459	4413925	felony	violent	2018-01-31
2042	1292211	4460552	misdemeanor	drug	2018-01-23
2043	70259	2931460	misdemeanor	property	2018-10-01
2044	53703	1415417	felony	violent	2019-06-21
2045	70259	2324093	misdemeanor	property	2019-01-28
2046	1009164	829364	misdemeanor	property	2019-10-13
2047	3484	1781878	misdemeanor	violent	2019-05-04
2048	70259	2219091	misdemeanor	property	2019-02-16
2049	70259	2228272	misdemeanor	property	2019-02-14
2050	56410	1415664	misdemeanor	property	2019-06-21
2051	50867	1546805	felony	violent	2019-05-28
2052	1137620	2390383	misdemeanor	property	2019-01-15
2053	2743	2412492	felony	violent	2019-01-10
2054	1002535	2300525	misdemeanor	violent	2019-02-01
2055	70259	2247209	misdemeanor	property	2019-02-11
2056	56410	2098969	misdemeanor	property	2019-03-09
2057	929734	262171	misdemeanor	property	2020-02-09
2058	1009164	1743489	misdemeanor	drug	2020-05-27
2059	1123886	195265	misdemeanor	property	2020-02-22
2060	85929	276654	felony	violent	2020-02-05
2061	911263	92649	felony	violent	2020-03-13
2062	56410	4046512	misdemeanor	property	2020-07-28
2063	38602	9435251	misdemeanor	violent	2014-05-22
2064	3909	9465089	misdemeanor	property	2014-05-12
2065	85929	9207249	misdemeanor	property	2014-07-29
2066	40790	10944312	misdemeanor	violent	2012-12-15
2067	1768653	10236998	misdemeanor	property	2013-08-23
2068	1773950	10479676	misdemeanor	drug	2013-06-03
2069	1790946	9651834	felony	drug	2014-03-10
2070	1803390	9168663	misdemeanor	property	2014-08-11
2071	1782791	8201876	misdemeanor	violent	2015-07-02
2072	977062	7580589	misdemeanor	property	2016-01-10
2073	1768653	6896776	misdemeanor	violent	2016-07-01
2074	351066	6956198	felony	property	2016-06-13
2075	38681	6595986	felony	property	2016-09-26
2076	38681	6595987	misdemeanor	drug	2016-09-26
2077	1762278	6434678	misdemeanor	violent	2016-11-15
2078	323098	7064525	misdemeanor	property	2016-05-12
2079	1243226	7199368	misdemeanor	violent	2016-04-24
2080	1796824	6858454	misdemeanor	property	2016-07-11
2081	1773950	7550575	misdemeanor	violent	2016-01-17
2082	323098	7518527	misdemeanor	property	2016-01-30
2083	23004	5232450	misdemeanor	drug	2017-09-07
2084	32255	5773028	misdemeanor	property	2017-05-15
2085	1803390	4599708	misdemeanor	property	2017-12-23
2086	1289480	5232571	misdemeanor	drug	2017-09-07
2087	670471	5339923	felony	property	2017-08-17
2088	1801200	5728587	misdemeanor	violent	2017-05-26
2089	72764	5898167	misdemeanor	property	2017-04-12
2090	32255	4217082	misdemeanor	violent	2018-03-08
2091	40790	2793396	misdemeanor	violent	2018-10-27
2092	1814816	3247709	misdemeanor	violent	2018-07-31
2093	1009066	4076093	misdemeanor	violent	2018-04-02
2094	38602	4163621	misdemeanor	property	2018-03-18
2095	1009066	9736164	misdemeanor	property	2020-12-16
2096	1773950	310412	misdemeanor	property	2020-01-30
2097	40790	10252926	misdemeanor	other	2013-08-18
2098	1779141	7659498	misdemeanor	violent	2015-12-13
2099	988645	7810024	misdemeanor	other	2015-10-29
2100	1773950	8620712	misdemeanor	drug	2015-02-13
2101	1799216	5050151	misdemeanor	property	2017-10-08
2102	83127	5773088	felony	drug	2017-05-15
2103	1801200	5788931	misdemeanor	violent	2017-05-10
2104	1802254	6027429	misdemeanor	drug	2017-03-09
2105	38535	5535435	misdemeanor	drug	2017-07-08
2106	1801200	5819528	felony	violent	2017-05-02
2107	1009066	5173499	felony	violent	2017-09-15
2108	83127	5581042	felony	drug	2017-06-28
2109	1806016	5290353	felony	drug	2017-08-27
2110	38535	5666738	misdemeanor	drug	2017-06-08
2111	38535	3681953	felony	property	2018-05-30
2112	38535	4202689	misdemeanor	violent	2018-03-11
2113	3484	2494778	misdemeanor	violent	2018-12-24
2114	38681	3226110	misdemeanor	property	2018-08-04
2115	1009066	3832802	misdemeanor	violent	2018-05-02
2116	70259	1484051	misdemeanor	other	2019-06-09
2117	72764	6470694	felony	property	2016-11-03
2118	3484	7383051	misdemeanor	property	2016-03-06
2119	351066	6956199	misdemeanor	property	2016-06-13
2120	1792449	6566103	felony	other	2016-10-05
2121	988645	6990731	misdemeanor	property	2016-06-02
2122	72764	6411969	misdemeanor	property	2016-11-17
2123	1782791	7055804	felony	violent	2016-05-14
2124	1129092	7221786	felony	property	2016-04-18
2125	1773950	10280927	misdemeanor	drug	2013-08-08
2126	40790	10655181	misdemeanor	violent	2013-04-02
2127	38681	6467136	misdemeanor	drug	2016-11-04
2128	1773950	7447701	misdemeanor	violent	2016-02-19
2129	670471	4956545	felony	property	2017-10-24
2130	23004	4323268	misdemeanor	drug	2018-02-16
2131	40790	2106920	misdemeanor	violent	2019-03-08
2132	1790946	9580721	felony	drug	2014-04-02
2133	1773950	8292368	misdemeanor	drug	2015-06-03
2134	1289480	7748639	felony	drug	2015-11-17
2135	1781403	6503991	misdemeanor	other	2016-10-24
